source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,Unnamed: 12,Unnamed: 13,db_double_checked,Unnamed: 15,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
285,S400-286,SCOPUS_ID:73649086562,10.1016/j.amepre.2009.09.038,Longitudinal Intervention Effects on Parenting of the Aventuras para Niños Study,American Journal Of Preventive Medicine,[],False,borderline,False,,,,,,,True,0.1,False,no,0.01,0.97,1722,50,7.2324e-05,275.34587497939356,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-27Jh4udxHgWMl2gFTH08,,1d16b25dcca8,2026-09-19T18:39:57+00:00
286,S400-287,SCOPUS_ID:67349163553,10.1007/s10654-009-9320-4,"Gender aspects on heart failure incidence and mortality in a middle-aged, urban, community-based population sample: The Malmö preventive project",European Journal Of Epidemiology,"['Gender', 'Heart failure', 'Morbidity', 'Mortality']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1925,50,8.085e-05,267.0912090106867,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-Oe3WM9oIikfNU3VMUeNu,,1d16b25dcca8,2026-09-19T18:39:57+00:00
287,S400-288,SCOPUS_ID:85149989133,10.1007/s10654-023-00972-y,Association between preeclampsia in daughters and risk of cardiovascular disease in parents,European Journal Of Epidemiology,"['Cardiovascular disease', 'Epidemiology', 'Ischemic heart disease', 'Ischemic stroke', 'Myocardial infarction', 'Preeclampsia']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1849,50,7.7658e-05,255.44320800690912,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-2sRcGEoSHWEVyhOOl7tO,,1d16b25dcca8,2026-09-19T18:39:57+00:00
288,S400-289,SCOPUS_ID:0033364435,10.2105/AJPH.89.7.1018,The impact of smoke-free workplaces on declining cigarette consumption in Australia and the United States,American Journal Of Public Health,[],False,,False,,,,,,,True,0.16,False,no,0.05,0.91,1633,50,6.8586e-05,274.0754999977071,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-Ih8QSZoSd24Qb5pdn065,,1d16b25dcca8,2026-09-19T18:39:57+00:00
289,S400-290,SCOPUS_ID:80051544299,10.1097/EDE.0b013e31821c6c58,Particulate air pollution exposure and c-reactive protein during early pregnancy,Epidemiology,[],False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1797,50,7.5474e-05,237.0179999852553,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-pjmxeKn1eMbonlVVIrpM,,1d16b25dcca8,2026-09-19T18:39:57+00:00
290,S400-291,SCOPUS_ID:37349095958,10.1097/EDE.0b013e31815c1da7,Characterizing temperature and mortality in nine California counties,Epidemiology,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1714,50,7.1988e-05,349.470957997255,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-6sMoKQeEJvtcnqWCnReQ,,1d16b25dcca8,2026-09-19T18:39:58+00:00
291,S400-292,SCOPUS_ID:0037090215,10.1093/aje/155.8.739,Effect of a school-based sun-protection intervention on the development of melanocytic nevi in children,American Journal Of Epidemiology,"['Child', 'Nevus', 'Primary prevention', 'Skin neoplasms', 'Sunlight']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1697,50,7.1274e-05,276.63983299862593,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-KGdE7BSdT8yWN3ahWEfh,,1d16b25dcca8,2026-09-19T18:39:58+00:00
292,S400-293,SCOPUS_ID:0032886159,10.1006/pmed.1999.0532,Knowledge of cardiovascular disease prevention: An analysis from two New England communities,Preventive Medicine,"['Cardiovascular disease', 'Education', 'Knowledge', 'Trends']",True,,True,,,,,,,True,0.96,True,yes,1.0,1.0,1692,50,7.1064e-05,232.228958979249,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-UCCuJrfWGSAhLMc6Z7tx,,1d16b25dcca8,2026-09-19T18:39:58+00:00
293,S400-294,SCOPUS_ID:0025021481,10.2105/AJPH.80.1.78,Eight-year follow-up results of an adolescent smoking prevention program: The North Karelia Youth Project,American Journal Of Public Health,[],False,error - missing part of abstract,False,,,,,,,True,0.04,False,no,0.0,1.0,1441,50,6.0522e-05,301.0484580008779,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-dxmRXd3jRJwjcRg4wiTt,,1d16b25dcca8,2026-09-19T18:39:58+00:00
294,S400-295,SCOPUS_ID:85090892962,10.1093/eurpub/ckaa081,Changes in electronic cigarette use and label awareness among smokers before and after the European Tobacco Products Directive implementation in six European countries: findings from the EUREST-PLUS ITC Europe Surveys,European Journal Of Public Health,[],True,,True,,,,,,,True,0.7,True,yes,0.84,0.67,1742,50,7.3164e-05,310.94425002811477,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-gNAaooeZdZRltscOsG0Z,,1d16b25dcca8,2026-09-19T18:39:58+00:00
295,S400-296,SCOPUS_ID:0030002485,10.1007/BF00145498,Lipid status in a population of Spanish schoolchildren,European Journal Of Epidemiology,"['Lipid intake', 'Mediterranean town', 'Plasma lipids', 'Schoolchildren']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1659,50,6.9678e-05,250.21262498921715,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-THPvcn5DhIVAZo7o6bCR,,1d16b25dcca8,2026-09-19T18:39:58+00:00
296,S400-297,SCOPUS_ID:22244461136,10.1016/j.amepre.2005.04.002,Observed environmental features and the physical activity of adolescent males,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1664,50,6.9888e-05,308.1247920054011,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-PhspuXJg2QAh7m9E93AU,,1d16b25dcca8,2026-09-19T18:39:58+00:00
297,S400-298,SCOPUS_ID:77649337149,10.1016/j.ypmed.2010.01.014,Comparison of physician weight loss goals for obese male and female patients,Preventive Medicine,"['Goals', 'Obesity', 'Physicians', 'Primary health care', 'Weight loss']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1682,50,7.0644e-05,420.06120798760094,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-KJQp2PygeFNQGfh6pJrT,,1d16b25dcca8,2026-09-19T18:39:58+00:00
298,S400-299,SCOPUS_ID:0033168936,10.1093/oxfordjournals.aje.a009918,Prevalence and determinants of prone sleeping position in infants: Results from two cross-sectional studies on risk factors for SIDS in Germany,American Journal Of Epidemiology,"['Cross-sectional studies', 'Infant care', 'Infant, sleeping position', 'Intervention studies', 'Prevalence', 'Risk', 'Sudden infant death']",True,,True,,,,,,,True,0.95,True,yes,1.0,1.0,1650,50,6.93e-05,298.22395800147206,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-YDWxzXAKItBsuDpSP1nZ,,1d16b25dcca8,2026-09-19T18:39:58+00:00
299,S400-300,SCOPUS_ID:83755219950,10.1016/j.amepre.2011.08.018,The relationship between intra-group age similarity and exercise adherence,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.39,False,no,0.39,0.21,1541,50,6.4722e-05,251.21216700063087,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-TWHW5iSW1RVxbgaUkanj,,1d16b25dcca8,2026-09-19T18:39:58+00:00
300,S400-301,SCOPUS_ID:23044510831,10.2105/AJPH.2003.036517,"HIV incidence among injection drug users in New York City, 1990 to 2002: Use of serologic test algorithm to assess expansion of HIV prevention services",American Journal Of Public Health,[],True,borderline,False,these mainly are about methodological implications,!!!,,,False,,True,0.12,False,no,0.02,0.95,1702,50,7.1484e-05,331.5023749892134,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-kZiwQ2Y6We5JNvtRFepm,,1d16b25dcca8,2026-09-19T18:39:58+00:00
301,S400-302,SCOPUS_ID:80052017306,10.2105/AJPH.2011.300210,Public health nursing case management for women receiving temporary assistance for needy families: A randomized controlled trial using community-based participatory research,American Journal Of Public Health,[],True,,True,,,,,,,True,0.57,True,yes,0.57,0.15,1623,50,6.8166e-05,348.52837497601286,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-L7YcZi2aChUDlm4ExIyN,,1d16b25dcca8,2026-09-19T18:39:58+00:00
302,S400-303,SCOPUS_ID:85055089923,10.1016/j.amepre.2018.07.021,Use of Preventive Health Services Among Cancer Survivors in the U.S.,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1764,50,7.4088e-05,277.7299160079565,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-SCxuSBbMy7cOoyy4Fs4Y,,1d16b25dcca8,2026-09-19T18:39:58+00:00
303,S400-304,SCOPUS_ID:79961215023,10.1093/aje/kwr108,"Indoor air pollution from coal combustion and the risk of neural tube defects in a rural population in shanxi province, China",American Journal Of Epidemiology,"['Air pollution, indoor', 'China', 'coal', 'neural tube defects', 'polycyclic hydrocarbons, aromatic']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1684,50,7.0728e-05,339.48362502269447,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-cpeYkueFH0zF00G1DIds,,1d16b25dcca8,2026-09-19T18:39:58+00:00
304,S400-305,SCOPUS_ID:84862684770,10.1016/j.amepre.2012.03.022,"Motorized transportation, social status, and adiposity: The China Health and Nutrition Survey",American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1798,50,7.5516e-05,306.95654201554134,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-wT0t9XOXDTqnJzdG88kd,,1d16b25dcca8,2026-09-19T18:39:58+00:00
305,S400-306,SCOPUS_ID:85150343488,10.1016/j.amepre.2023.01.031,mHealth to Support Outdoor Gym Resistance Training: The ecofit Effectiveness RCT,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.07,False,no,0.0,0.99,1881,50,7.9002e-05,266.0750829963945,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-1lngcIlbnc18L26X1gLq,,1d16b25dcca8,2026-09-19T18:39:58+00:00
306,S400-307,SCOPUS_ID:85085125798,10.1016/j.amepre.2020.01.030,State Policies and Healthcare Use Among Transgender People in the U.S.,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.97,True,yes,1.0,1.0,1674,50,7.0308e-05,267.06254098098725,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-V5rb5Roz68F3n822I7Xs,,1d16b25dcca8,2026-09-19T18:39:58+00:00
307,S400-308,SCOPUS_ID:85045915004,10.1007/s10654-018-0393-9,Low concentrations of 25-hydroxyvitamin d and long-term prognosis of copd: A prospective cohort study,European Journal Of Epidemiology,"['Chronic bronchitis', 'Emphysema', 'Epidemiology', 'Forced expiratory volume', 'Nutrition', 'Spirometry']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,2065,50,8.673e-05,284.13441698648967,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-5uCUZcXu6HsjltUDGYaR,,1d16b25dcca8,2026-09-19T18:39:58+00:00
308,S400-309,SCOPUS_ID:85154049252,10.1093/eurpub/ckac115,Price minimizing behaviours by smokers in Europe (2006-20): evidence from the International Tobacco Control Project,European Journal Of Public Health,[],False,,False,,,,,,,True,0.93,True,yes,0.99,0.98,1807,50,7.5894e-05,285.83070801687427,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-0sphxVPUbIFpZwA0f4BN,,1d16b25dcca8,2026-09-19T18:39:58+00:00
309,S400-310,SCOPUS_ID:0031662493,10.1093/eurpub/8.3.227,Insufficient prenatal care in Finland and Baden-Wurttemberg characteristics of women and infant outcome,European Journal Of Public Health,"['Birth registry', 'Foreigners', 'Infant outcome', 'Late attendance', 'Prenatal care']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1653,50,6.9426e-05,287.38316701492295,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-whHu2Ql98HbA4dPCVRL7,,1d16b25dcca8,2026-09-19T18:39:58+00:00
310,S400-311,SCOPUS_ID:56749096785,10.1093/eurpub/ckn092,Welfare state regimes and income-related health inequalities: A comparison of 23 European countries,European Journal Of Public Health,"['Europe', 'Health inequalities', 'Income', 'Welfare state regimes']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1704,50,7.1568e-05,282.04579098382965,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-SxOhPB1pdEDzm632iYqX,,1d16b25dcca8,2026-09-19T18:39:58+00:00
311,S400-312,SCOPUS_ID:0029962940,10.1136/jech.50.Suppl_1.S36,Short term effect of air pollution on mortality in Polish urban populations - What is different?,Journal Of Epidemiology And Community Health,[],True,,False,calls for further research,!!!,,,False,,True,0.06,False,no,0.0,0.99,1694,50,7.1148e-05,306.7571670108009,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-69TSKhLpE8l8rDLAddFI,,1d16b25dcca8,2026-09-19T18:39:58+00:00
312,S400-313,SCOPUS_ID:4644352996,10.1093/ije/dyh111,Birthweight and work participation in adulthood,International Journal Of Epidemiology,"['Adult', 'Birthweight', 'Child', 'Cohort studies', 'Employment', 'Follow-up studies', 'Social environment']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1698,50,7.1316e-05,238.75604098429903,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-UpXa8h7OABREcCAIT1ZO,,1d16b25dcca8,2026-09-19T18:39:58+00:00
313,S400-314,SCOPUS_ID:0028300021,10.1136/jech.48.2.156,Aetiology of peptic ulcer: A prospective population study in Norway,Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1763,50,7.4046e-05,280.54620799957775,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-XJeYx0lWhpGdOyPmMr1x,,1d16b25dcca8,2026-09-19T18:39:58+00:00
314,S400-315,SCOPUS_ID:70349931950,10.2105/AJPH.2008.145128,Density of tobacco retailers near schools: Effects on tobacco use among students,American Journal Of Public Health,[],True,,True,borderline,,,,,,True,0.88,True,yes,0.97,0.95,1665,50,6.993e-05,414.59925001254305,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-Bx6kNcIGI2Cdf8yv3oMG,,1d16b25dcca8,2026-09-19T18:39:59+00:00
315,S400-316,SCOPUS_ID:0025827858,10.1093/oxfordjournals.aje.a115946,A preliminary study of excess risk of cardiovascular disease in the mothers of patients with rheumatoid arthritis,American Journal Of Epidemiology,"['Arthritis', 'Cardiovscular disease', 'Mothers', 'Rheumatoid', 'Rheumatoid factor']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1562,50,6.5604e-05,316.6541250247974,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-vc4zi0jZ8wetpYxySi0K,,1d16b25dcca8,2026-09-19T18:39:59+00:00
316,S400-317,SCOPUS_ID:85051259240,10.1016/j.ypmed.2018.08.005,Accuracy of mammography and clinical breast examination in the implementation of breast cancer screening programs in Colombia,Preventive Medicine,"['Breast neoplasms', 'Clinical breast exam', 'Colombia', 'Mammography', 'Massive screening', 'Sensitivity', 'Specificity']",True,,False,mainly methodological implications?,!!!,,,False,,True,0.76,True,yes,0.9,0.81,1753,50,7.3626e-05,269.3350829940755,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-s0S8gtTBPCpfnPcyZUy0,,1d16b25dcca8,2026-09-19T18:39:59+00:00
317,S400-318,SCOPUS_ID:0034656922,10.1093/oxfordjournals.aje.a010144,"Fish consumption and coronary heart disease mortality in Finland, Italy, and the Netherlands",American Journal Of Epidemiology,"['Coronary disease', 'Diet', 'Fatty acids, unsaturated', 'Fishes', 'Mortality']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1687,50,7.0854e-05,282.65833301702514,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-JAOl6cNNmkmO1F1kQ50Q,,1d16b25dcca8,2026-09-19T18:39:59+00:00
318,S400-319,SCOPUS_ID:85041420010,10.1016/j.ypmed.2018.01.001,Perceptions of the relative harmfulness of marijuana and alcohol among adults in Oregon,Preventive Medicine,"['Alcohol', 'Marijuana', 'Perceived harm']",True,,True,,,,,,,True,0.94,True,yes,1.0,0.99,1701,50,7.1442e-05,265.9824999864213,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-TP5dTOJeyC7aa37hvlN1,,1d16b25dcca8,2026-09-19T18:39:59+00:00
319,S400-320,SCOPUS_ID:7144261058,10.1093/eurpub/8.2.166,Importance of detailed adjustment for smoking when comparing hospitalization and mortality in men and women in a Danish population study,European Journal Of Public Health,"['Chronic obstructive pulmonary disease', 'COPD', 'Gender', 'Smoking']",False,,False,,,,,,,True,0.15,False,no,0.1,0.8,1564,50,6.5688e-05,326.9677910138853,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-iQ2sIOoajiK2fJQopnN0,,1d16b25dcca8,2026-09-19T18:39:59+00:00
320,S400-321,SCOPUS_ID:38549135606,10.1093/eurpub/ckm059,Introduction of diagnosis-related groups in Germany: Evaluation of impact on in-patient care in a dermatological setting,European Journal Of Public Health,"['DRG', 'Hospital care', 'Impact', 'In-patient dermatology', 'Length of stay']",False,,False,,,,,,,True,0.07,False,no,0.0,0.99,1724,50,7.2408e-05,247.22424999345094,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-fUOT3GS5gpGjPVAb61v8,,1d16b25dcca8,2026-09-19T18:39:59+00:00
321,S400-322,SCOPUS_ID:33845413300,10.1093/eurpub/ckl023,Made in the USA: The import of American Consumer Assessment of Health Plan Surveys (CAHPS®) into the Dutch social insurance system,European Journal Of Public Health,"['Health services research', 'Patient satisfaction', 'Questionnaire development', 'Social insurance']",True,,False,methdological research only,!!!,,,True,,True,0.06,False,no,0.0,1.0,1689,50,7.0938e-05,324.42183399689384,1,typesafe/jev-1.13-20260917,gen-dec-1789843198-VA3uU4DNxw2nQAUOsuId,,1d16b25dcca8,2026-09-19T18:39:59+00:00
322,S400-323,SCOPUS_ID:0027338512,10.1093/ije/22.5.936,Paralytic poliomyelitis in oman: association between regional differences in attack rate and variations in antibody responses to oral poliovirus vaccine,International Journal Of Epidemiology,[],True,borderline,True,,,,,,,True,0.79,True,yes,0.9,0.8,1819,50,7.6398e-05,328.2214159844443,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-qYX9Y51YagbxsMIPrWIa,,1d16b25dcca8,2026-09-19T18:39:59+00:00
323,S400-324,SCOPUS_ID:3042525905,10.1016/j.ypmed.2004.02.004,Distress after an abnormal Pap smear result: Scale development and psychometric validation,Preventive Medicine,"['Cervical cancer', 'Cervical intraepithelial neoplasia', 'Cervical smears', 'Cervix dysplasia', 'Distress', 'Papanicolaou smear', 'Psychometrics', 'Questionnaires']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1653,50,6.9426e-05,242.0106249919627,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-8UKZH5d4MRUGska2YOZg,,1d16b25dcca8,2026-09-19T18:39:59+00:00
324,S400-325,SCOPUS_ID:85103459974,10.1136/jech-2020-216200,Exploring multilevel social determinants of depressive symptoms for Tanzanian adolescents: Evidence from a cross-sectional study,Journal Of Epidemiology And Community Health,"['adolescents CG', 'depression', 'gender', 'social epidemiology', 'socio-economic']",True,,True,,,,,,,True,0.76,True,yes,0.9,0.81,1781,50,7.4802e-05,320.9503749967553,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-PJU9UUep2GFYS8zP0SL5,,1d16b25dcca8,2026-09-19T18:39:59+00:00
325,S400-326,SCOPUS_ID:0034468756,10.1023/A:1007601919164,"Risk factors for congenital heart diseases in Alexandria, Egypt",European Journal Of Epidemiology,"['Congenital heart diseases (CHD)', 'Developing countries', 'Genetic susceptibility', 'Risk factors']",True,,True,,,,,,,True,0.93,True,yes,1.0,0.99,1532,50,6.4344e-05,265.1105000113603,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-KMDLduJIALrHzmfCNaJ2,,1d16b25dcca8,2026-09-19T18:39:59+00:00
326,S400-327,SCOPUS_ID:80955163708,10.1016/j.ypmed.2011.07.018,Until the lab takes it away from epidemiology,Preventive Medicine,"['Cholera', 'Epidemiology', ""Kaposi's sarcoma"", 'Laboratory sciences', 'Pellagra']",False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1521,50,6.3882e-05,342.33533299993724,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-p4C5PXk78aocVbNASICx,,1d16b25dcca8,2026-09-19T18:39:59+00:00
327,S400-328,SCOPUS_ID:85140004470,10.1016/j.amepre.2022.05.014,Trends in U.S. Depression Prevalence From 2015 to 2020: The Widening Treatment Gap,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.98,True,yes,1.0,1.0,1763,50,7.4046e-05,233.9313749980647,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-Y0Z9vRyRWw2wGqZvB8WW,,1d16b25dcca8,2026-09-19T18:39:59+00:00
328,S400-329,SCOPUS_ID:19544362729,10.1016/j.ypmed.2004.11.029,Biochemical and behavioral indices related to BMI in schoolchildren in urban Turkey,Preventive Medicine,"['Cardiovascular disease risk factors', 'Cross-sectional study', 'Diet and exercise', 'Physical fitness', 'Underreporting']",True,,True,,,,,,,True,0.9,True,yes,0.99,0.99,1708,50,7.1736e-05,302.84679200849496,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-WIr8aslxtG3SqHAAbID6,,1d16b25dcca8,2026-09-19T18:39:59+00:00
329,S400-330,SCOPUS_ID:85066467725,10.2105/AJPH.2018.304881,Pain management and opioid regulation: Continuing public health challenges,American Journal Of Public Health,[],True,non-emperical,True,,,,,,,True,0.62,True,yes,0.65,0.31,1607,50,6.7494e-05,243.4812909923494,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-UOzXhWnpzrQcZSWHTFaX,,1d16b25dcca8,2026-09-19T18:39:59+00:00
330,S400-331,SCOPUS_ID:0035884546,10.1093/aje/154.6.574,Reported participation in case-control studies: Changes over time,American Journal Of Epidemiology,"['Case-control studies', 'Data collection', 'Epidemiologic methods']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1667,50,7.0014e-05,263.47154201357625,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-uA2yMFUtD8ZGCXdwJHli,,1d16b25dcca8,2026-09-19T18:39:59+00:00
331,S400-332,SCOPUS_ID:85076332313,10.1093/eurpub/ckz050,Re-examining access points to the different levels of health care: A cross-sectional series in Austria,European Journal Of Public Health,[],True,,True,,,,,,,True,0.44,False,no,0.47,0.05,1694,50,7.1148e-05,343.04620799957775,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-aGeZcZiZvv8VoX8sC86w,,1d16b25dcca8,2026-09-19T18:39:59+00:00
332,S400-333,SCOPUS_ID:0025804967,10.2105/AJPH.81.5.587,Urolithiasis in Tennessee: An occupational window into a regional problem,American Journal Of Public Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1604,50,6.7368e-05,509.62895798147656,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-Iu08rVUhitbTH26Fbnn4,,1d16b25dcca8,2026-09-19T18:39:59+00:00
333,S400-334,SCOPUS_ID:85089293076,10.1016/S2468-2667(20)30139-0,"Parental intent to initiate and complete the human papillomavirus vaccine series in the USA: a nationwide, cross-sectional survey",The Lancet Public Health,[],True,,True,,,,,,,True,0.81,True,yes,0.92,0.84,2259,50,9.4878e-05,310.1367919880431,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-KgZDkXhinEut8q7Cmgqk,,1d16b25dcca8,2026-09-19T18:39:59+00:00
334,S400-335,SCOPUS_ID:40449129968,10.2105/AJPH.2006.104042,"Current smoking and type 2 diabetes among patients in selected Indian health service clinics, 1998-2003",American Journal Of Public Health,[],True,,True,,,,,,,True,0.96,True,yes,1.0,1.0,1627,50,6.8334e-05,266.91749997553416,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-sBLsGGVxtUTGp8SylAwn,,1d16b25dcca8,2026-09-19T18:39:59+00:00
335,S400-336,SCOPUS_ID:84983045033,10.1097/EDE.0000000000000551,Spatial variability in the persistence of pneumococcal conjugate vaccine-targeted pneumococcal serotypes among adults,Epidemiology,[],False,,False,,,,,,,True,0.15,False,no,0.06,0.89,1671,50,7.0182e-05,332.89824999519624,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-IcSFgmRObVGcZa5gJqox,,1d16b25dcca8,2026-09-19T18:39:59+00:00
336,S400-337,SCOPUS_ID:0025245751,10.1136/jech.44.4.307,Models for forecasting hospital bed requirements in the acute sector,Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.09,False,no,0.01,0.97,1509,50,6.3378e-05,255.23245899239555,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-ZMuCkgs1Vit8ZxISn9kc,,1d16b25dcca8,2026-09-19T18:39:59+00:00
337,S400-338,SCOPUS_ID:85092013982,10.1016/j.amepre.2020.06.032,"Infant Health for Arab and Non-Arab Mothers Identifying as White, Black, or Other in Massachusetts",American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.44,False,yes,0.54,0.08,1813,50,7.6146e-05,301.44070798996836,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-UhLqFR2yklF85SC7oi7L,,1d16b25dcca8,2026-09-19T18:39:59+00:00
338,S400-339,SCOPUS_ID:0025880760,10.1016/0091-7435(91)90048-9,Predictors of smoking among Mexican-Americans: Findings from the Hispanic HANES,Preventive Medicine,[],True,,True,,,,,,,True,0.89,True,yes,0.99,0.98,1649,50,6.9258e-05,240.0119589874521,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-NsvQHIypH3mMOqkuefJZ,,1d16b25dcca8,2026-09-19T18:39:59+00:00
339,S400-340,SCOPUS_ID:75149122788,10.1093/aje/kwp403,Fitting general relative risk models for survival time and matched case-control analysis,American Journal Of Epidemiology,"['Algorithms', 'Cohort studies', 'Conditional likelihood', 'Dose-response function', 'Linear trend', 'Logistic models', 'Models, statistical', 'Software']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1501,50,6.3042e-05,315.19687501713634,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-xPqGUWDBc2tQxDyc1OYl,,1d16b25dcca8,2026-09-19T18:39:59+00:00
340,S400-341,SCOPUS_ID:84978151027,10.1016/j.ypmed.2016.06.015,"Grandparental education, parental education and adolescent blood pressure",Preventive Medicine,"['Blood pressure', 'Child', 'Cohort studies', 'Grandparental education', 'Parental education', 'Socioeconomic position']",True,,True,,,,,,,True,0.71,True,yes,0.86,0.73,1673,50,7.0266e-05,272.9271250136662,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-4P3TUn58dDNzEKp3dvz7,,1d16b25dcca8,2026-09-19T18:39:59+00:00
341,S400-342,SCOPUS_ID:32544449982,10.1093/aje/kwj049,"The relation between visceral fat measurement and torso level - Is one level better than another? The Atherosclerosis Risk in Communities Study, 1990-1992",American Journal Of Epidemiology,"['Adipose tissue', 'Body composition', 'Epidemiologic methods', 'Magnetic resonance imaging']",False,,False,,,,,,,True,0.12,False,no,0.04,0.93,1671,50,7.0182e-05,221.4484169962816,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-pFOngfto3PA0hrrleQyZ,,1d16b25dcca8,2026-09-19T18:39:59+00:00
342,S400-343,SCOPUS_ID:67649226445,10.1093/aje/kwp071,Serum and dietary magnesium and risk of ischemic stroke,American Journal Of Epidemiology,"['Brain infarction', 'Diet', 'Magnesium', 'Risk factors']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1719,50,7.2198e-05,363.03245901945047,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-z3iS5zDomI6xDoDTJuc7,,1d16b25dcca8,2026-09-19T18:40:00+00:00
