source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,...13,...14,db_double_checked,...16,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
280,S400-281,SCOPUS_ID:0025198741,10.1093/ije/19.1.19,Silica exposure and lung cancer in ceramic workers: A case-control study,International Journal Of Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1755,50,7.371e-5,375.67499999999995,,typesafe/jev-1.13-20260917,gen-dec-1789843894-96xDTUR7iCJephodX96e,,1d16b25dcca8,2026-09-19T18:51:40+0000
281,S400-282,SCOPUS_ID:0026780215,10.1093/oxfordjournals.aje.a116225,"The changing pattern of human immunodeficiency virus type 1 infection in intravenous drug users: Results of a six-year seroprevalence study in palermo, Italy",American Journal Of Epidemiology,"['Acquired immunodeficiency syndrome', 'Hepatitis B virus', 'HIV seroprevalence', 'HIV-1', 'Substance abuse, intravenous']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1760,50,7.392e-5,284.242,,typesafe/jev-1.13-20260917,gen-dec-1789843894-HZHr8paSJq81AsZE08x5,,1d16b25dcca8,2026-09-19T18:51:40+0000
282,S400-283,SCOPUS_ID:67650685015,10.1016/j.ypmed.2009.04.016,Use of GIS to identify optimal settings for cancer prevention and control in African American communities,Preventive Medicine,"['African Americans', 'Breast neoplasms', 'Community health planning', 'Geographic Information Systems', 'Health education', 'Health status disparities', 'Minority health', 'Prevention and control']",TRUE,borderline,TRUE,,,,,,,TRUE,0.21,FALSE,no,0.08,0.83,1635,50,6.867e-5,280.07,,typesafe/jev-1.13-20260917,gen-dec-1789843894-jgZwUpIjL5btFE4cLwQ8,,1d16b25dcca8,2026-09-19T18:51:40+0000
283,S400-284,SCOPUS_ID:85096151873,10.1093/ije/dyaa013,Empirical comparisons of multiple Mendelian randomization approaches in the presence of assortative mating,International Journal Of Epidemiology,"['Educational attainment', 'Height', 'Mendelian randomization', 'Non-random mating', 'Pleiotropy']",FALSE,,FALSE,,,,,,,TRUE,0.07,FALSE,no,0.01,0.98,1683,50,7.0686e-5,274.538,,typesafe/jev-1.13-20260917,gen-dec-1789843894-nvoPOA8uOz7fuzDPs5jJ,,1d16b25dcca8,2026-09-19T18:51:40+0000
284,S400-285,SCOPUS_ID:85060173592,10.1007/s10654-019-00482-w,Secular trends of mortality and dementia-free life expectancy over a 10-year period in France,European Journal Of Epidemiology,"['Dementia', 'Life expectancy', 'Mortality', 'Secular trends']",TRUE,,FALSE,these read as individual level results?,!!!,,,TRUE,,TRUE,0.81,TRUE,yes,0.95,0.91,1757,50,7.3794e-5,330.586,,typesafe/jev-1.13-20260917,gen-dec-1789843894-ODF6cMtrtJ4Mtcnxj7zd,,1d16b25dcca8,2026-09-19T18:51:40+0000
285,S400-286,SCOPUS_ID:73649086562,10.1016/j.amepre.2009.09.038,Longitudinal Intervention Effects on Parenting of the Aventuras para Niños Study,American Journal Of Preventive Medicine,[],FALSE,borderline,FALSE,,,,,,,TRUE,0.1,FALSE,no,0.02,0.97,1722,50,7.2324e-5,272.989,,typesafe/jev-1.13-20260917,gen-dec-1789843894-zkG9wRqAyIAi8sJm35no,,1d16b25dcca8,2026-09-19T18:51:40+0000
286,S400-287,SCOPUS_ID:67349163553,10.1007/s10654-009-9320-4,"Gender aspects on heart failure incidence and mortality in a middle-aged, urban, community-based population sample: The Malmö preventive project",European Journal Of Epidemiology,"['Gender', 'Heart failure', 'Morbidity', 'Mortality']",FALSE,,FALSE,,,,,,,TRUE,0.02,FALSE,no,0,1,1925,50,8.085e-5,318.218,,typesafe/jev-1.13-20260917,gen-dec-1789843894-5vww9qv41nqqMhANGuoe,,1d16b25dcca8,2026-09-19T18:51:40+0000
287,S400-288,SCOPUS_ID:85149989133,10.1007/s10654-023-00972-y,Association between preeclampsia in daughters and risk of cardiovascular disease in parents,European Journal Of Epidemiology,"['Cardiovascular disease', 'Epidemiology', 'Ischemic heart disease', 'Ischemic stroke', 'Myocardial infarction', 'Preeclampsia']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1849,50,7.7658e-5,332.264,,typesafe/jev-1.13-20260917,gen-dec-1789843894-NQP3DkmaIsMudtUQiofx,,1d16b25dcca8,2026-09-19T18:51:40+0000
288,S400-289,SCOPUS_ID:0033364435,10.2105/AJPH.89.7.1018,The impact of smoke-free workplaces on declining cigarette consumption in Australia and the United States,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.14,FALSE,no,0.04,0.91,1633,50,6.8586e-5,339.101,,typesafe/jev-1.13-20260917,gen-dec-1789843894-PLQbvKWI0xcUbgmvVlUQ,,1d16b25dcca8,2026-09-19T18:51:40+0000
289,S400-290,SCOPUS_ID:80051544299,10.1097/EDE.0b013e31821c6c58,Particulate air pollution exposure and c-reactive protein during early pregnancy,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.05,FALSE,no,0,1,1797,50,7.5474e-5,332.955,,typesafe/jev-1.13-20260917,gen-dec-1789843894-9wIAfDF2kDUGZ0kEIe5T,,1d16b25dcca8,2026-09-19T18:51:40+0000
290,S400-291,SCOPUS_ID:37349095958,10.1097/EDE.0b013e31815c1da7,Characterizing temperature and mortality in nine California counties,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1714,50,7.1988e-5,388.74199999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843894-ErNTAdZY7NlxDy2aa1QO,,1d16b25dcca8,2026-09-19T18:51:40+0000
291,S400-292,SCOPUS_ID:0037090215,10.1093/aje/155.8.739,Effect of a school-based sun-protection intervention on the development of melanocytic nevi in children,American Journal Of Epidemiology,"['Child', 'Nevus', 'Primary prevention', 'Skin neoplasms', 'Sunlight']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1697,50,7.1274e-5,336.05,,typesafe/jev-1.13-20260917,gen-dec-1789843894-fRcZalXsuYr4K2q7GRfQ,,1d16b25dcca8,2026-09-19T18:51:40+0000
292,S400-293,SCOPUS_ID:0032886159,10.1006/pmed.1999.0532,Knowledge of cardiovascular disease prevention: An analysis from two New England communities,Preventive Medicine,"['Cardiovascular disease', 'Education', 'Knowledge', 'Trends']",TRUE,,TRUE,,,,,,,TRUE,0.97,TRUE,yes,1,1,1692,50,7.1064e-5,262.749,,typesafe/jev-1.13-20260917,gen-dec-1789843895-DWlpfCM4FqzSS4DbLqaI,,1d16b25dcca8,2026-09-19T18:51:40+0000
293,S400-294,SCOPUS_ID:0025021481,10.2105/AJPH.80.1.78,Eight-year follow-up results of an adolescent smoking prevention program: The North Karelia Youth Project,American Journal Of Public Health,[],FALSE,error - missing part of abstract,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1441,50,6.0522e-5,246.14600000000002,,typesafe/jev-1.13-20260917,gen-dec-1789843895-f8C6uHN8dkHXfCiPw78j,,1d16b25dcca8,2026-09-19T18:51:40+0000
294,S400-295,SCOPUS_ID:85090892962,10.1093/eurpub/ckaa081,Changes in electronic cigarette use and label awareness among smokers before and after the European Tobacco Products Directive implementation in six European countries: findings from the EUREST-PLUS ITC Europe Surveys,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.71,TRUE,yes,0.8,0.61,1742,50,7.3164e-5,261.63100000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843895-Hr8yZECgYjKIC68s7zqz,,1d16b25dcca8,2026-09-19T18:51:40+0000
295,S400-296,SCOPUS_ID:0030002485,10.1007/BF00145498,Lipid status in a population of Spanish schoolchildren,European Journal Of Epidemiology,"['Lipid intake', 'Mediterranean town', 'Plasma lipids', 'Schoolchildren']",FALSE,,FALSE,,,,,,,TRUE,0.02,FALSE,no,0,1,1659,50,6.9678e-5,486.514,,typesafe/jev-1.13-20260917,gen-dec-1789843895-yZQQr3PsuVikM9lQLm8k,,1d16b25dcca8,2026-09-19T18:51:40+0000
296,S400-297,SCOPUS_ID:22244461136,10.1016/j.amepre.2005.04.002,Observed environmental features and the physical activity of adolescent males,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1664,50,6.9888e-5,414.457,,typesafe/jev-1.13-20260917,gen-dec-1789843895-ChmBqiH55mkcy1sHT0OB,,1d16b25dcca8,2026-09-19T18:51:40+0000
297,S400-298,SCOPUS_ID:77649337149,10.1016/j.ypmed.2010.01.014,Comparison of physician weight loss goals for obese male and female patients,Preventive Medicine,"['Goals', 'Obesity', 'Physicians', 'Primary health care', 'Weight loss']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1682,50,7.0644e-5,393.44800000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843895-9Vt2HXx2G5xpI58iGyVs,,1d16b25dcca8,2026-09-19T18:51:40+0000
298,S400-299,SCOPUS_ID:0033168936,10.1093/oxfordjournals.aje.a009918,Prevalence and determinants of prone sleeping position in infants: Results from two cross-sectional studies on risk factors for SIDS in Germany,American Journal Of Epidemiology,"['Cross-sectional studies', 'Infant care', 'Infant, sleeping position', 'Intervention studies', 'Prevalence', 'Risk', 'Sudden infant death']",TRUE,,TRUE,,,,,,,TRUE,0.95,TRUE,yes,1,1,1650,50,6.93e-5,275.9,,typesafe/jev-1.13-20260917,gen-dec-1789843895-sDTqdldgvHcbl6tbbqQo,,1d16b25dcca8,2026-09-19T18:51:40+0000
299,S400-300,SCOPUS_ID:83755219950,10.1016/j.amepre.2011.08.018,The relationship between intra-group age similarity and exercise adherence,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.38,FALSE,no,0.36,0.28,1541,50,6.4722e-5,305.084,,typesafe/jev-1.13-20260917,gen-dec-1789843895-Ls4C6BIQhgjdDoBb0fMh,,1d16b25dcca8,2026-09-19T18:51:40+0000
300,S400-301,SCOPUS_ID:23044510831,10.2105/AJPH.2003.036517,"HIV incidence among injection drug users in New York City, 1990 to 2002: Use of serologic test algorithm to assess expansion of HIV prevention services",American Journal Of Public Health,[],TRUE,borderline,FALSE,these mainly are about methodological implications,!!!,,,FALSE,,TRUE,0.13,FALSE,no,0.03,0.94,1702,50,7.1484e-5,281.63100000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843895-PeQ6RXaduft5XmUolB3c,,1d16b25dcca8,2026-09-19T18:51:40+0000
301,S400-302,SCOPUS_ID:80052017306,10.2105/AJPH.2011.300210,Public health nursing case management for women receiving temporary assistance for needy families: A randomized controlled trial using community-based participatory research,American Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.55,TRUE,yes,0.56,0.12,1623,50,6.8166e-5,344.844,,typesafe/jev-1.13-20260917,gen-dec-1789843895-5WaKGG1TjwMPkLQU0c6Q,,1d16b25dcca8,2026-09-19T18:51:40+0000
302,S400-303,SCOPUS_ID:85055089923,10.1016/j.amepre.2018.07.021,Use of Preventive Health Services Among Cancer Survivors in the U.S.,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1764,50,7.4088e-5,322.87300000000005,,typesafe/jev-1.13-20260917,gen-dec-1789843895-MmIpeCp56FCNalGHWOgZ,,1d16b25dcca8,2026-09-19T18:51:40+0000
303,S400-304,SCOPUS_ID:79961215023,10.1093/aje/kwr108,"Indoor air pollution from coal combustion and the risk of neural tube defects in a rural population in shanxi province, China",American Journal Of Epidemiology,"['Air pollution, indoor', 'China', 'coal', 'neural tube defects', 'polycyclic hydrocarbons, aromatic']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1684,50,7.0728e-5,294.774,,typesafe/jev-1.13-20260917,gen-dec-1789843895-4C2T7ZeerX3ISyk0Ttsx,,1d16b25dcca8,2026-09-19T18:51:40+0000
304,S400-305,SCOPUS_ID:84862684770,10.1016/j.amepre.2012.03.022,"Motorized transportation, social status, and adiposity: The China Health and Nutrition Survey",American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1798,50,7.5516e-5,291.931,,typesafe/jev-1.13-20260917,gen-dec-1789843895-NgPHRGmiVsJYg7m3c6AA,,1d16b25dcca8,2026-09-19T18:51:40+0000
305,S400-306,SCOPUS_ID:85150343488,10.1016/j.amepre.2023.01.031,mHealth to Support Outdoor Gym Resistance Training: The ecofit Effectiveness RCT,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0,0.99,1881,50,7.9002e-5,264.1,,typesafe/jev-1.13-20260917,gen-dec-1789843895-oBeVdHRbD4gebkxyUpyh,,1d16b25dcca8,2026-09-19T18:51:40+0000
306,S400-307,SCOPUS_ID:85085125798,10.1016/j.amepre.2020.01.030,State Policies and Healthcare Use Among Transgender People in the U.S.,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.97,TRUE,yes,1,1,1674,50,7.0308e-5,337.813,,typesafe/jev-1.13-20260917,gen-dec-1789843895-1wZ6EYA0EfVqbUm5avAN,,1d16b25dcca8,2026-09-19T18:51:40+0000
307,S400-308,SCOPUS_ID:85045915004,10.1007/s10654-018-0393-9,Low concentrations of 25-hydroxyvitamin d and long-term prognosis of copd: A prospective cohort study,European Journal Of Epidemiology,"['Chronic bronchitis', 'Emphysema', 'Epidemiology', 'Forced expiratory volume', 'Nutrition', 'Spirometry']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,2065,50,8.673e-5,273.9,,typesafe/jev-1.13-20260917,gen-dec-1789843895-3YLwsKg9hocdJ3EMqsxQ,,1d16b25dcca8,2026-09-19T18:51:40+0000
308,S400-309,SCOPUS_ID:85154049252,10.1093/eurpub/ckac115,Price minimizing behaviours by smokers in Europe (2006-20): evidence from the International Tobacco Control Project,European Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.93,TRUE,yes,0.99,0.97,1807,50,7.5894e-5,284.95,,typesafe/jev-1.13-20260917,gen-dec-1789843895-pksHajhCfngyN5X2eq8m,,1d16b25dcca8,2026-09-19T18:51:40+0000
309,S400-310,SCOPUS_ID:0031662493,10.1093/eurpub/8.3.227,Insufficient prenatal care in Finland and Baden-Wurttemberg characteristics of women and infant outcome,European Journal Of Public Health,"['Birth registry', 'Foreigners', 'Infant outcome', 'Late attendance', 'Prenatal care']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1653,50,6.9426e-5,1115.413,,typesafe/jev-1.13-20260917,gen-dec-1789843896-2aOKhtafjj0OzzNLiPgf,,1d16b25dcca8,2026-09-19T18:51:40+0000
310,S400-311,SCOPUS_ID:56749096785,10.1093/eurpub/ckn092,Welfare state regimes and income-related health inequalities: A comparison of 23 European countries,European Journal Of Public Health,"['Europe', 'Health inequalities', 'Income', 'Welfare state regimes']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1704,50,7.1568e-5,1110.474,,typesafe/jev-1.13-20260917,gen-dec-1789843896-d77vlfjI2QdOrnvUKUpj,,1d16b25dcca8,2026-09-19T18:51:40+0000
311,S400-312,SCOPUS_ID:0029962940,10.1136/jech.50.Suppl_1.S36,Short term effect of air pollution on mortality in Polish urban populations - What is different?,Journal Of Epidemiology And Community Health,[],TRUE,,FALSE,calls for further research,!!!,,,FALSE,,TRUE,0.06,FALSE,no,0,0.99,1694,50,7.1148e-5,267.39099999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843895-cIRrSUJTRpkg9e5RmuX0,,1d16b25dcca8,2026-09-19T18:51:40+0000
312,S400-313,SCOPUS_ID:4644352996,10.1093/ije/dyh111,Birthweight and work participation in adulthood,International Journal Of Epidemiology,"['Adult', 'Birthweight', 'Child', 'Cohort studies', 'Employment', 'Follow-up studies', 'Social environment']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1698,50,7.1316e-5,1143.882,,typesafe/jev-1.13-20260917,gen-dec-1789843896-pCyMv1QFA55Be4bykI2X,,1d16b25dcca8,2026-09-19T18:51:40+0000
313,S400-314,SCOPUS_ID:0028300021,10.1136/jech.48.2.156,Aetiology of peptic ulcer: A prospective population study in Norway,Journal Of Epidemiology And Community Health,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1763,50,7.4046e-5,388.819,,typesafe/jev-1.13-20260917,gen-dec-1789843895-BtWkp03RnqPmamFF5kWI,,1d16b25dcca8,2026-09-19T18:51:40+0000
314,S400-315,SCOPUS_ID:70349931950,10.2105/AJPH.2008.145128,Density of tobacco retailers near schools: Effects on tobacco use among students,American Journal Of Public Health,[],TRUE,,TRUE,borderline,,,,,,TRUE,0.87,TRUE,yes,0.98,0.96,1665,50,6.993e-5,378.459,,typesafe/jev-1.13-20260917,gen-dec-1789843895-XuGcShzQM2uj8pf4DOnq,,1d16b25dcca8,2026-09-19T18:51:40+0000
315,S400-316,SCOPUS_ID:0025827858,10.1093/oxfordjournals.aje.a115946,A preliminary study of excess risk of cardiovascular disease in the mothers of patients with rheumatoid arthritis,American Journal Of Epidemiology,"['Arthritis', 'Cardiovscular disease', 'Mothers', 'Rheumatoid', 'Rheumatoid factor']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1562,50,6.5604e-5,980.132,,typesafe/jev-1.13-20260917,gen-dec-1789843896-vh3LhmiOnt3Kv2Kdd5CK,,1d16b25dcca8,2026-09-19T18:51:40+0000
316,S400-317,SCOPUS_ID:85051259240,10.1016/j.ypmed.2018.08.005,Accuracy of mammography and clinical breast examination in the implementation of breast cancer screening programs in Colombia,Preventive Medicine,"['Breast neoplasms', 'Clinical breast exam', 'Colombia', 'Mammography', 'Massive screening', 'Sensitivity', 'Specificity']",TRUE,,FALSE,mainly methodological implications?,!!!,,,FALSE,,TRUE,0.76,TRUE,yes,0.91,0.82,1753,50,7.3626e-5,1036.392,,typesafe/jev-1.13-20260917,gen-dec-1789843896-hClofMGNuiAcZgiKoRBX,,1d16b25dcca8,2026-09-19T18:51:40+0000
317,S400-318,SCOPUS_ID:0034656922,10.1093/oxfordjournals.aje.a010144,"Fish consumption and coronary heart disease mortality in Finland, Italy, and the Netherlands",American Journal Of Epidemiology,"['Coronary disease', 'Diet', 'Fatty acids, unsaturated', 'Fishes', 'Mortality']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1687,50,7.0854e-5,881.555,,typesafe/jev-1.13-20260917,gen-dec-1789843896-SqBItk9EzD91TkE3dhQk,,1d16b25dcca8,2026-09-19T18:51:40+0000
318,S400-319,SCOPUS_ID:85041420010,10.1016/j.ypmed.2018.01.001,Perceptions of the relative harmfulness of marijuana and alcohol among adults in Oregon,Preventive Medicine,"['Alcohol', 'Marijuana', 'Perceived harm']",TRUE,,TRUE,,,,,,,TRUE,0.93,TRUE,yes,1,0.99,1701,50,7.1442e-5,922.969,,typesafe/jev-1.13-20260917,gen-dec-1789843896-J9KsiWUsF1Prj1hGEuPb,,1d16b25dcca8,2026-09-19T18:51:40+0000
319,S400-320,SCOPUS_ID:7144261058,10.1093/eurpub/8.2.166,Importance of detailed adjustment for smoking when comparing hospitalization and mortality in men and women in a Danish population study,European Journal Of Public Health,"['Chronic obstructive pulmonary disease', 'COPD', 'Gender', 'Smoking']",FALSE,,FALSE,,,,,,,TRUE,0.16,FALSE,no,0.08,0.83,1564,50,6.5688e-5,251.162,,typesafe/jev-1.13-20260917,gen-dec-1789843896-CxxAT3JhPCpITMU0Sqwo,,1d16b25dcca8,2026-09-19T18:51:40+0000
320,S400-321,SCOPUS_ID:38549135606,10.1093/eurpub/ckm059,Introduction of diagnosis-related groups in Germany: Evaluation of impact on in-patient care in a dermatological setting,European Journal Of Public Health,"['DRG', 'Hospital care', 'Impact', 'In-patient dermatology', 'Length of stay']",FALSE,,FALSE,,,,,,,TRUE,0.08,FALSE,no,0,0.99,1724,50,7.2408e-5,597.832,,typesafe/jev-1.13-20260917,gen-dec-1789843896-PxlKZmDr6zdOwV9ryrER,,1d16b25dcca8,2026-09-19T18:51:40+0000
321,S400-322,SCOPUS_ID:33845413300,10.1093/eurpub/ckl023,Made in the USA: The import of American Consumer Assessment of Health Plan Surveys (CAHPS®) into the Dutch social insurance system,European Journal Of Public Health,"['Health services research', 'Patient satisfaction', 'Questionnaire development', 'Social insurance']",TRUE,,FALSE,methdological research only,!!!,,,TRUE,,TRUE,0.06,FALSE,no,0,1,1689,50,7.0938e-5,344.625,,typesafe/jev-1.13-20260917,gen-dec-1789843896-lMnnobRQ9kTU3hrvxa4c,,1d16b25dcca8,2026-09-19T18:51:40+0000
322,S400-323,SCOPUS_ID:0027338512,10.1093/ije/22.5.936,Paralytic poliomyelitis in oman: association between regional differences in attack rate and variations in antibody responses to oral poliovirus vaccine,International Journal Of Epidemiology,[],TRUE,borderline,TRUE,,,,,,,TRUE,0.81,TRUE,yes,0.91,0.83,1819,50,7.6398e-5,364.92999999999995,,typesafe/jev-1.13-20260917,gen-dec-1789843896-JArz0VL6zYN6CmWkod5o,,1d16b25dcca8,2026-09-19T18:51:40+0000
323,S400-324,SCOPUS_ID:3042525905,10.1016/j.ypmed.2004.02.004,Distress after an abnormal Pap smear result: Scale development and psychometric validation,Preventive Medicine,"['Cervical cancer', 'Cervical intraepithelial neoplasia', 'Cervical smears', 'Cervix dysplasia', 'Distress', 'Papanicolaou smear', 'Psychometrics', 'Questionnaires']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1653,50,6.9426e-5,312.819,,typesafe/jev-1.13-20260917,gen-dec-1789843896-CKRSnzY9RkGXkgAQphPM,,1d16b25dcca8,2026-09-19T18:51:40+0000
324,S400-325,SCOPUS_ID:85103459974,10.1136/jech-2020-216200,Exploring multilevel social determinants of depressive symptoms for Tanzanian adolescents: Evidence from a cross-sectional study,Journal Of Epidemiology And Community Health,"['adolescents CG', 'depression', 'gender', 'social epidemiology', 'socio-economic']",TRUE,,TRUE,,,,,,,TRUE,0.8,TRUE,yes,0.92,0.85,1781,50,7.4802e-5,275.226,,typesafe/jev-1.13-20260917,gen-dec-1789843896-pyL8FhpT6tV5yJg4pwl5,,1d16b25dcca8,2026-09-19T18:51:40+0000
325,S400-326,SCOPUS_ID:0034468756,10.1023/A:1007601919164,"Risk factors for congenital heart diseases in Alexandria, Egypt",European Journal Of Epidemiology,"['Congenital heart diseases (CHD)', 'Developing countries', 'Genetic susceptibility', 'Risk factors']",TRUE,,TRUE,,,,,,,TRUE,0.93,TRUE,yes,1,0.99,1532,50,6.4344e-5,325.04,,typesafe/jev-1.13-20260917,gen-dec-1789843896-ijHrVn3c8BEDqzWe24CP,,1d16b25dcca8,2026-09-19T18:51:40+0000
326,S400-327,SCOPUS_ID:80955163708,10.1016/j.ypmed.2011.07.018,Until the lab takes it away from epidemiology,Preventive Medicine,"['Cholera', 'Epidemiology', ""Kaposi's sarcoma"", 'Laboratory sciences', 'Pellagra']",FALSE,,FALSE,,,,,,,TRUE,0.05,FALSE,no,0,1,1521,50,6.3882e-5,433.30600000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843896-0UD4tzDx2b69saaFzE9l,,1d16b25dcca8,2026-09-19T18:51:40+0000
327,S400-328,SCOPUS_ID:85140004470,10.1016/j.amepre.2022.05.014,Trends in U.S. Depression Prevalence From 2015 to 2020: The Widening Treatment Gap,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.98,TRUE,yes,1,1,1763,50,7.4046e-5,321.778,,typesafe/jev-1.13-20260917,gen-dec-1789843896-ZcUnEl2JFK0wgSU4qSVR,,1d16b25dcca8,2026-09-19T18:51:40+0000
328,S400-329,SCOPUS_ID:19544362729,10.1016/j.ypmed.2004.11.029,Biochemical and behavioral indices related to BMI in schoolchildren in urban Turkey,Preventive Medicine,"['Cardiovascular disease risk factors', 'Cross-sectional study', 'Diet and exercise', 'Physical fitness', 'Underreporting']",TRUE,,TRUE,,,,,,,TRUE,0.89,TRUE,yes,0.99,0.99,1708,50,7.1736e-5,308.888,,typesafe/jev-1.13-20260917,gen-dec-1789843896-V5d2LyT6CMuFUWPSk0h2,,1d16b25dcca8,2026-09-19T18:51:40+0000
329,S400-330,SCOPUS_ID:85066467725,10.2105/AJPH.2018.304881,Pain management and opioid regulation: Continuing public health challenges,American Journal Of Public Health,[],TRUE,non-emperical,TRUE,,,,,,,TRUE,0.62,TRUE,yes,0.65,0.29,1607,50,6.7494e-5,354.148,,typesafe/jev-1.13-20260917,gen-dec-1789843896-GpLctcT3HAinbi8v66p1,,1d16b25dcca8,2026-09-19T18:51:40+0000
330,S400-331,SCOPUS_ID:0035884546,10.1093/aje/154.6.574,Reported participation in case-control studies: Changes over time,American Journal Of Epidemiology,"['Case-control studies', 'Data collection', 'Epidemiologic methods']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1667,50,7.0014e-5,302.86,,typesafe/jev-1.13-20260917,gen-dec-1789843896-husa5ogPdyZ1nEAWovyA,,1d16b25dcca8,2026-09-19T18:51:40+0000
331,S400-332,SCOPUS_ID:85076332313,10.1093/eurpub/ckz050,Re-examining access points to the different levels of health care: A cross-sectional series in Austria,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.47,FALSE,yes,0.53,0.06,1694,50,7.1148e-5,357.337,,typesafe/jev-1.13-20260917,gen-dec-1789843897-cyYtD6GAtDiA54B9Nfoq,,1d16b25dcca8,2026-09-19T18:51:40+0000
332,S400-333,SCOPUS_ID:0025804967,10.2105/AJPH.81.5.587,Urolithiasis in Tennessee: An occupational window into a regional problem,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1604,50,6.7368e-5,339.54,,typesafe/jev-1.13-20260917,gen-dec-1789843897-K1n40YgLVjhPcThFHtVH,,1d16b25dcca8,2026-09-19T18:51:40+0000
333,S400-334,SCOPUS_ID:85089293076,10.1016/S2468-2667(20)30139-0,"Parental intent to initiate and complete the human papillomavirus vaccine series in the USA: a nationwide, cross-sectional survey",The Lancet Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.8,TRUE,yes,0.91,0.82,2259,50,9.4878e-5,354.449,,typesafe/jev-1.13-20260917,gen-dec-1789843897-Fp8onNA9aKZQLlrvUrs0,,1d16b25dcca8,2026-09-19T18:51:40+0000
334,S400-335,SCOPUS_ID:40449129968,10.2105/AJPH.2006.104042,"Current smoking and type 2 diabetes among patients in selected Indian health service clinics, 1998-2003",American Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.95,TRUE,yes,1,1,1627,50,6.8334e-5,292.805,,typesafe/jev-1.13-20260917,gen-dec-1789843897-QkabfZkCBG93jFgNkcG2,,1d16b25dcca8,2026-09-19T18:51:40+0000
335,S400-336,SCOPUS_ID:84983045033,10.1097/EDE.0000000000000551,Spatial variability in the persistence of pneumococcal conjugate vaccine-targeted pneumococcal serotypes among adults,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.14,FALSE,no,0.03,0.93,1671,50,7.0182e-5,279.098,,typesafe/jev-1.13-20260917,gen-dec-1789843897-vypoRHijtrFbwjFw6Iou,,1d16b25dcca8,2026-09-19T18:51:40+0000
